Company ID	Company Name (Korean)	Company Name (English)	기업설명	매출	누적투자금액 (억원)	직원수	카테고리	키워드
CP00012310	케이팝팩토리	K-POP FACTORY CO., LTD.	케이팝 보컬 분석 테스트 플랫폼 '튠잼'을 운영하는 기업	83826000	None	2	콘텐츠/예술	음악,한류/K-pop,B2C,거래수수료,APP,교육/컨설팅/용역,한류/K-POP/K-Contents,비대면/무인시스템/Untact
CP00011322	루먼랩	LUMANLAB, INC.	AI 기반 영유아 행동발달 솔루션 플랫폼 '굿비기닝'을 운영하는 기업	15750000	30.0	10	헬스케어/바이오,유아/출산	디지털헬스케어,진단/검사,인공지능,육아정보,B2C,플랫폼/마켓플레이스,APP
CP00001216	트래블메이커스	Travel Makers Co.,Ltd.	호텔 롱스테이 플랫폼 '호텔에삶'을 운영하는 기업	3596460000	10.0	10	커머스,여행/레저	이커머스,숙박,여행정보,B2C,플랫폼/마켓플레이스,거래수수료,WEB,소프트웨어,콘텐츠,코로나,null
CP00014635	플리퍼코퍼레이션	Flipper Corporation Inc.	클라우드 기반 노코드 모바일 앱 빌더 서비스 '나쵸코드'를 운영하는 기업	157369000	None	8	통신/보안/데이터	클라우드,프로그래밍개발,B2C,SaaS/엔터프라이즈,APP,WEB,소프트웨어
CP00011758	알타바그룹	ALTAVA GROUP	패션 메타버스 플랫폼 '알타바 월즈 오브 유'를 운영하는 기업	6018169000	None	46	패션,AI/딥테크/블록체인	의류,패션테크,NFT/NFT거래소,web3.0,VR/AR,B2B,B2C,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,WEB,콘텐츠,금융상품
CP00010753	브이에이코퍼레이션	VA CORPORATION	시각효과 콘텐츠를 기획 및 제작하는 기업	8000692000	1100.0	117	콘텐츠/예술,AI/딥테크/블록체인	방송,영상/비디오,애니메이션,공연,3D그래픽/CG,VR/AR,B2B,B2C,용역,콘텐츠,한류/K-POP/K-Contents,비대면/무인시스템/Untact
CP00010738	카르노플릿	CARNOTFLEET CO., LTD.	모빌리티용 최첨단 친환경 콜드체인 솔루션을 제공하는 기업	0	16.5	8	물류	물류솔루션,콜드체인,B2B,SaaS/엔터프라이즈,상품판매/브랜드/하드웨어,상품/하드웨어,소프트웨어
CP00010147	소프트스퀘어드	Soft Squared Co.,Ltd.	IT 교육 및 외주 개발 서비스를 제공하는 기업	1776804000	None	21	교육,통신/보안/데이터	성인실무교육,프로그래밍개발,B2B,SaaS/엔터프라이즈,소프트웨어,교육/컨설팅/용역,에듀테크
CP00003336	티빙	Tving Co.,Ltd	미디어 콘텐츠 OTT 서비스 플랫폼 '티빙'을 운영하는 기업	326423506000	2984.0	230	콘텐츠/예술	미디어,방송,영화,드라마,애니메이션,OTT,B2C,플랫폼/마켓플레이스,구독,APP,WEB,콘텐츠,한류/K-POP/K-Contents,구독경제,스트리밍
CP00012170	스마투스코리아	SMARTUS KOREA CO.,LTD.	가정용 구강관리 브랜드 '스마투스'를 운영하는 기업	594425000	9009.0	12	헬스케어/바이오,제조/하드웨어	바이오/의료,의료기기,위생용품,가전,IoT,제조기술,B2C,상품판매/브랜드/하드웨어,상품/하드웨어,여성창업 
CP00010663	에비드넷	EBIDNET CO.,LTD.	병원 진료정보 기반 의료데이터 분석 솔루션 및 의료 마이데이터 플랫폼 '메디팡팡'을 운영하는 기업	2164254000	350.0	60	헬스케어/바이오	디지털헬스케어,바이오/의료,병원정보,빅데이터,B2B,B2C,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,WEB,소프트웨어,데이터/API,O2O
CP00010648	라플라스테크놀로지스	RAPEULRASEU TECH NOLROJISEU CO.,LTD.	셀러 대상 데이터 분석 솔루션 '라플라스 애널리틱스'를 제공하는 기업	247000000	None	7	AI/딥테크/블록체인	인공지능,딥러닝/머신러닝,빅데이터,B2B,SaaS/엔터프라이즈,용역,WEB,소프트웨어,교육/컨설팅/용역,데이터/API
CP00015633	테이퍼랩스	TAPER LABS, INC.	영상을 기반으로 한 비동기 커뮤니케이션 서비스 '테이프'를 운영하는 기업	142600000	None	4	콘텐츠/예술,인사/비즈니스/법률	영상/비디오,화상회의/리모트워크/원격근무,B2B,SaaS/엔터프라이즈,WEB,비대면/무인시스템/Untact
